Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
4,15,14,489,302,17.7,3.4,797.809,32.381,144887946.8,141789432.0
4,15,15,586,182,17.1,4.3,801.792,30.148,148559908.7,145405428.5
4,15,16,440,179,16.6,5.1,660.705,26.277,125607640.6,122802982.2
4,15,17,352,94,15.3,5.6,405.094,20.948,78810961.05,76719543.48
4,15,18,16,28,14.1,6.2,36.22,14.531,5711503.7,4734214.817
4,16,6,0,16,11.3,0.0,13.202,11.781,2206301.258,1282436.118
4,16,7,0,74,11.2,0.0,63.08,13.536,11743410.22,10674187.42
4,16,8,0,139,11.5,0.0,121.764,16.018,22778115.45,21540709.7
4,16,9,1,196,11.7,0.0,171.752,18.063,31885278.63,30509068.14
4,16,10,1,240,12.0,0.0,225.816,20.665,41450076.56,39928086.38
4,16,11,2,268,12.0,1.4,270.027,19.146,49681949.95,48034495.55
4,16,12,2,276,12.0,2.7,287.451,17.853,52801846.21,51106840.63
4,16,13,2,265,12.0,4.1,264.567,16.311,49253790.19,47612861.49
4,16,14,1,234,12.4,2.7,217.617,16.735,40576717.65,39068038.58
4,16,15,1,187,12.8,1.4,164.138,16.924,30612636.05,29255822.24
4,16,16,0,128,13.2,0.0,111.922,17.353,20802542.57,19595247.06
4,16,17,0,63,13.0,0.9,52.857,14.496,9728361.399,8689850.498
4,16,18,0,10,12.8,1.7,8.237,12.986,1239144.522,330020.081
4,17,6,70,46,13.5,4.8,92.051,14.865,16667958.72,15523679.53
4,17,7,337,131,14.0,5.1,453.279,20.686,88400274.01,86162703.12
4,17,8,592,143,14.8,4.3,776.272,27.488,146779993.2,143652641.2
4,17,9,687,166,15.6,3.4,879.787,31.978,161553068.1,158200555.6
4,17,10,718,194,16.4,2.6,904.487,35.551,162417895.0,159052201.4
4,17,11,694,241,17.2,1.7,900.219,39.806,158027949.6,154729164.4
4,17,12,665,268,18.0,0.8,884.68,45.517,151242659.9,148047291.1
4,17,13,639,266,18.8,0.0,879.929,53.633,145901058.7,142787102.7
4,17,14,422,310,18.1,2.6,744.888,33.765,134428237.1,131489141.5
4,17,15,171,306,17.3,5.1,488.336,24.265,91617867.45,89331256.35
4,17,16,50,179,16.6,7.7,228.908,19.033,43487336.31,41934295.7
4,17,17,10,108,15.9,7.4,111.614,17.104,20965243.32,19755468.05
4,17,18,0,19,15.3,7.0,15.712,15.466,2442756.962,1515287.936
4,18,6,81,48,13.1,6.0,98.988,14.374,18088705.02,16922771.86
4,18,7,431,104,13.6,6.7,517.34,20.009,101478419.5,99041521.03
4,18,8,621,136,14.9,6.7,797.836,24.703,152420207.1,149206891.1
4,18,9,696,176,16.1,6.7,900.059,27.115,168244990.3,164790484.4
4,18,10,800,157,17.4,6.7,939.388,28.845,173174608.6,169644969.1
4,18,11,762,203,18.3,6.2,925.429,30.109,168842901.1,165379282.2
4,18,12,699,249,19.1,5.6,898.121,31.341,162509683.9,159142591.3
4,18,13,619,283,20.0,5.1,880.249,32.749,158755465.0,155445591.6
4,18,14,641,224,19.7,4.4,870.426,33.597,157555391.5,154263808.6
4,18,15,625,171,19.5,3.8,831.83,34.056,151768634.2,148565248.9
4,18,16,497,153,19.2,3.1,687.099,32.64,127566944.5,124732423.7
4,18,17,347,98,17.7,2.1,413.119,27.457,78425076.06,76339539.88
4,18,18,24,31,16.1,1.0,42.09,17.28,6891653.701,5896377.832
4,19,6,97,50,12.2,0.0,107.868,16.431,19691150.64,18500794.17
4,19,7,378,130,13.4,0.0,509.381,33.986,94535301.01,92204224.51
4,19,8,664,126,14.9,0.7,828.992,41.913,148128515.3,144980610.0
4,19,9,762,139,16.5,1.4,924.936,41.706,163429190.5,160048083.5
4,19,10,768,171,18.0,2.1,925.146,39.54,163556978.7,160173924.1
4,19,11,776,196,18.2,2.3,933.458,38.966,164539280.1,161141253.9
4,19,12,778,204,18.4,2.4,926.214,38.602,163149729.9,159772882.2
4,19,13,779,190,18.6,2.6,931.938,38.23,164896444.8,161492975.0
4,19,14,826,136,18.5,3.3,950.613,36.421,170423284.7,166935578.9
4,19,15,803,107,18.3,3.9,930.725,34.427,169686373.3,166209898.9
4,19,16,678,102,18.2,4.6,811.713,31.0,151873023.1,148668046.8
4,19,17,428,88,17.2,4.1,462.831,25.056,88981218.97,86734793.74
4,19,18,46,32,16.2,3.6,61.031,17.254,10267212.85,9220489.166
4,20,6,102,52,13.2,0.0,113.155,17.644,20655062.98,19450015.25
4,20,7,464,102,14.6,0.0,550.996,36.988,101328883.5,98894264.16
4,20,8,604,136,15.9,0.7,782.862,41.37,140129779.7,137103785.3
4,20,9,485,248,17.3,1.4,763.797,37.899,136711950.6,133738048.3
4,20,10,295,367,18.6,2.1,670.567,34.029,120339830.3,117615459.9
4,20,11,209,454,18.9,2.4,664.226,33.285,118371181.0,115676815.3
4,20,12,167,470,19.3,2.8,640.055,32.181,113686917.9,111063946.4
4,20,13,128,444,19.6,3.1,578.794,30.663,104013483.2,101537947.1
4,20,14,101,412,19.0,2.6,508.863,29.517,92394966.25,90096511.17
4,20,15,143,299,18.3,2.1,453.323,28.586,83454155.48,81291969.72
4,20,16,81,229,17.7,1.5,320.26,25.917,59779564.52,57978209.64
4,20,17,41,123,17.1,1.0,168.089,21.971,31503654.6,30133260.54
4,20,18,0,23,16.4,0.5,19.043,16.988,3055546.951,2118738.227
4,21,6,107,54,12.8,0.7,118.524,16.567,21827552.09,20604634.13
4,21,7,448,110,14.6,0.0,551.906,37.001,101442567.4,99006215.33
4,21,8,658,130,16.4,0.9,829.778,42.016,148109264.6,144961652.8
4,21,9,778,135,18.2,1.7,932.799,41.959,164599642.7,161200696.6
4,21,10,841,137,20.0,2.6,962.019,40.407,169490328.0,166016841.6
4,21,11,830,168,19.8,2.8,956.031,39.225,168401943.5,164945045.4
4,21,12,803,191,19.6,2.9,940.197,38.351,165796805.8,162379613.3
4,21,13,765,200,19.4,3.1,936.813,37.496,166124001.6,162701822.3
4,21,14,756,171,19.5,3.6,929.432,36.198,166603836.6,163174344.0
4,21,15,713,143,19.7,4.1,890.678,34.662,162090911.4,158730201.5
4,21,16,608,120,19.8,4.6,767.525,31.874,143011728.8,139941809.9
4,21,17,404,93,18.7,3.1,456.426,27.72,86806931.83,84593645.51
4,21,18,54,34,17.7,1.5,66.173,19.392,11244092.3,10182479.74
4,22,6,112,56,13.9,0.0,138.317,19.366,25370729.67,24093809.18
4,22,7,455,110,15.8,0.0,562.088,38.62,102663960.0,100208992.4
4,22,8,668,128,17.7,1.0,838.187,42.924,149025152.8,145863581.6
4,22,9,791,131,19.5,2.1,942.267,41.603,166466580.8,163039180.2
4,22,10,883,109,21.4,3.1,966.232,40.204,170478704.1,166990153.5
4,22,11,860,153,21.5,2.8,970.372,41.223,169589229.6,166114235.8
4,22,12,829,177,21.7,2.4,951.991,42.468,165184233.3,161776377.2
4,22,13,744,219,21.8,2.1,938.91,43.525,162420037.9,159054311.7
4,22,14,757,171,21.6,2.1,931.992,43.326,162359774.8,158994967.1
4,22,15,715,143,21.4,2.1,893.688,42.368,157717332.4,154423281.4
4,22,16,594,128,21.2,2.1,763.897,39.161,138263971.6,135266414.5
4,22,17,392,96,20.3,1.4,453.584,32.767,84550137.82,82371247.9
4,22,18,53,35,19.3,0.7,67.432,21.406,11435122.27,10370598.17
4,23,6,103,57,16.8,0.0,122.157,21.605,22156365.75,20928436.26
4,23,7,402,120,17.4,0.0,532.093,38.953,96900285.29,94533163.42
4,23,8,423,193,18.8,1.2,664.015,37.646,120243858.6,117520950.9
4,23,9,203,334,20.2,2.4,545.32,31.926,99198006.19,96795864.13
4,23,10,77,325,21.6,3.6,395.712,28.529,71655978.03,69673611.5
4,23,11,33,400,22.1,3.4,440.072,30.091,78505753.24,76418987.43
4,23,12,33,412,22.5,3.3,456.857,30.927,80704917.44,78584633.57
4,23,13,33,394,23.0,3.1,432.008,31.227,76832911.76,74771642.18
4,23,14,33,349,23.1,3.1,377.341,30.208,67769525.1,65846393.06
4,23,15,22,286,23.1,3.1,281.295,28.252,51019235.55,49351399.22
4,23,16,23,196,23.2,3.1,204.392,26.966,37367768.41,35907997.8
4,23,17,10,114,22.0,2.1,117.192,24.593,21386063.92,20169874.8
4,23,18,0,24,20.8,1.0,19.869,21.338,3186400.705,2247597.603
4,24,6,0,36,16.8,0.0,29.859,17.894,5154999.146,4186192.101
4,24,7,5,126,16.8,0.0,122.666,21.425,22686856.51,21450841.67
4,24,8,28,239,18.3,0.0,252.076,27.849,46088529.38,44495843.29
4,24,9,79,333,19.9,0.0,404.795,35.446,71977221.37,69989958.69
4,24,10,133,402,21.4,0.0,542.624,42.626,93437203.26,91122863.17
4,24,11,142,439,22.6,0.9,588.041,40.284,101566647.6,99128404.48
4,24,12,142,452,23.8,1.7,599.967,38.729,103668984.6,101198699.1
4,24,13,142,431,25.0,2.6,579.971,37.088,101628242.6,99189060.61
4,24,14,163,381,24.3,3.3,550.297,34.452,98245345.06,95857722.77
4,24,15,181,303,23.7,3.9,495.388,32.008,90145344.73,87881176.74
4,24,16,98,252,23.0,4.6,365.234,28.532,67658972.67,65737525.59
4,24,17,111,124,21.9,3.9,239.239,25.969,44814647.86,43241377.33
4,24,18,0,32,20.7,3.3,28.613,21.195,4694359.89,3732573.573
4,25,6,0,42,15.4,0.0,36.634,16.752,6427096.021,5438900.602
4,25,7,5,128,16.8,0.0,124.634,21.5,23054382.23,21812765.83
4,25,8,17,221,17.7,1.4,221.249,23.353,40982871.05,39468001.68
4,25,9,22,305,18.5,2.7,298.699,24.372,54957816.65,53229951.34
4,25,10,32,362,19.4,4.1,391.601,25.751,71461152.59,69481755.45
4,25,11,4,378,19.8,4.1,384.837,26.082,69408746.99,67460631.12
4,25,12,2,336,20.2,4.1,349.385,25.899,62452808.0,60610709.48
4,25,13,4,267,20.6,4.1,268.697,24.977,48333110.54,46706214.17
4,25,14,4,236,20.7,4.6,223.08,24.03,40403393.65,38897356.25
4,25,15,2,191,20.9,5.2,168.426,23.157,30622113.69,29265155.43
4,25,16,0,133,21.0,5.7,116.124,22.467,21128739.46,19916472.3
4,25,17,0,82,20.5,5.5,71.776,21.43,12992566.0,11904304.47
4,25,18,0,19,20.1,5.3,15.696,20.304,2522026.152,1593348.963
4,26,6,107,63,17.7,6.1,134.262,19.422,24787742.12,23519707.11
4,26,7,407,123,17.6,6.2,550.692,24.783,106014877.5,103508837.7
4,26,8,619,147,18.7,5.0,814.855,30.841,151725516.3,148522788.2
4,26,9,754,149,19.7,3.8,935.196,36.092,168645787.0,165185172.4
4,26,10,812,162,20.8,2.6,968.769,41.314,169800451.3,166322238.2
4,26,11,827,173,21.3,2.8,967.788,40.96,169129899.9,165661906.9
4,26,12,838,162,21.9,2.9,953.37,40.919,166463827.1,163036468.4
4,26,13,765,203,22.4,3.1,949.247,40.734,166040377.8,162619473.0
4,26,14,696,210,22.5,3.4,920.533,39.525,162601344.3,159232854.8
4,26,15,623,186,22.7,3.8,852.967,37.608,153201017.1,149975800.5
4,26,16,465,173,22.8,4.1,683.587,34.245,125848807.2,123040473.0
4,26,17,318,109,22.5,4.1,420.603,29.602,79170673.83,77073773.78
4,26,18,39,38,22.3,4.1,67.218,23.387,11483770.0,10418504.44
4,27,6,116,64,15.7,3.8,139.726,18.106,26021861.98,24735017.41
4,27,7,406,125,16.4,4.1,555.099,25.799,106440418.3,103927892.6
4,27,8,594,155,17.5,3.6,799.165,31.948,148112532.8,144964871.1
4,27,9,700,172,18.7,3.1,908.029,36.429,163457570.5,160076031.0
4,27,10,757,184,19.8,2.6,945.489,39.809,166631587.1,163201671.5
4,27,11,483,344,20.1,2.8,822.592,36.742,145455110.4,142347951.2
4,27,12,161,439,20.5,2.9,605.447,32.474,107332170.6,104806053.5
4,27,13,2,271,20.8,3.1,270.905,25.943,48533313.36,46903365.65
4,27,14,1,240,20.3,2.8,224.268,24.695,40493644.96,38986232.01
4,27,15,1,194,19.9,2.4,170.161,23.373,30907810.67,29546498.03
4,27,16,0,135,19.4,2.1,117.941,21.954,21510317.12,20292234.23
4,27,17,0,70,18.9,1.4,59.072,20.381,10652360.65,9599766.82
4,27,18,0,15,18.3,0.7,12.372,18.664,1993808.819,1073182.334
4,28,6,131,66,15.6,3.9,164.379,18.404,30785913.02,29426458.26
4,28,7,457,118,16.2,4.1,593.754,26.27,113771809.4,111147544.1
4,28,8,657,138,17.5,4.4,843.429,31.114,156821649.6,153541250.0
4,28,9,749,152,18.9,4.8,935.262,33.172,170505390.2,167016432.9
4,28,10,753,187,20.2,5.1,946.059,33.995,170543475.2,167053937.5
4,28,11,757,215,20.9,4.8,951.204,35.218,169811849.4,166333462.6
4,28,12,789,193,21.7,4.4,943.23,36.664,167286055.5,163846165.0
4,28,13,774,192,22.4,4.1,946.188,38.08,167294616.4,163854595.4
4,28,14,763,165,21.4,3.8,934.843,37.684,166478849.9,163051262.2
4,28,15,697,154,20.4,3.4,893.752,37.052,160911525.6,157568791.0
4,28,16,596,128,19.4,3.1,769.563,34.5,141728454.9,138678094.7
4,28,17,263,122,18.7,2.1,378.042,27.569,71515771.98,69535542.37
4,28,18,0,39,17.9,1.0,37.311,18.933,6346582.019,5359613.736
4,29,6,4,60,16.2,0.0,60.942,18.493,10916257.07,9859641.127
4,29,7,65,155,17.2,0.0,227.147,26.056,42303140.54,40768148.58
4,29,8,221,250,18.7,0.7,493.485,34.379,89813406.87,87554298.03
4,29,9,398,298,20.1,1.4,718.484,39.36,127435667.6,124603147.6
4,29,10,581,285,21.6,2.1,878.905,41.961,153213961.8,149988547.9
4,29,11,457,413,21.5,3.3,870.005,37.68,152917688.8,149696790.5
4,29,12,520,344,21.5,4.5,847.254,34.725,150536942.1,147352329.4
4,29,13,448,363,21.4,5.7,815.395,32.361,146693680.9,143567644.4
4,29,14,387,364,21.3,5.0,766.039,32.505,138534377.6,135532699.2
4,29,15,397,275,21.3,4.3,698.588,32.535,127637943.6,124802340.7
4,29,16,365,190,21.2,3.6,586.072,31.703,108725599.3,106178244.6
4,29,17,203,131,20.5,3.4,342.757,26.864,64763313.84,62886000.28
4,29,18,14,41,19.7,3.3,51.065,20.614,8782929.643,7758828.324
4,30,6,100,69,17.5,2.6,141.256,20.455,26146823.46,24858074.32
4,30,7,345,139,18.2,3.1,498.375,27.984,94553607.13,92222251.62
4,30,8,498,186,19.8,3.4,732.756,33.411,134834338.1,131889053.0
4,30,9,568,232,21.4,3.8,835.307,35.941,150443388.2,147260201.4
4,30,10,611,261,23.0,4.1,886.985,37.726,157316808.5,154028862.0
4,30,11,524,356,23.3,3.4,876.778,39.365,153343400.3,150116013.6
4,30,12,522,344,23.5,2.8,850.31,40.702,147537342.2,144398447.2
4,30,13,452,363,23.8,2.1,820.193,42.7,141630643.9,138581774.4
4,30,14,466,326,23.5,3.5,816.315,38.269,144465828.6,141373747.4
4,30,15,558,204,23.3,4.8,802.089,35.476,145173595.6,142070727.1
4,30,16,417,201,23.0,6.2,669.698,31.608,124335472.1,121550203.1
4,30,17,319,113,21.9,4.8,433.678,28.56,82002848.24,79862782.25
4,30,18,51,42,20.7,3.5,76.814,22.064,13433113.85,12338137.81
5,1,6,0,30,13.0,5.1,24.824,13.334,4383556.879,3426507.595
5,1,7,0,91,13.0,5.1,78.339,14.063,14649514.44,13535998.91
5,1,8,0,156,13.0,4.1,136.597,15.117,25645855.29,24364741.54
5,1,9,1,212,13.0,6.2,188.396,15.264,35339722.41,33910861.8
5,1,10,2,255,14.2,6.2,243.983,17.226,45349979.01,43768549.36
5,1,11,19,426,14.0,6.2,449.02,19.649,83218467.82,81059874.25
5,1,12,151,458,16.4,8.2,617.27,22.798,113449279.1,110829929.5
5,1,13,101,482,16.4,8.2,589.844,22.504,109082445.2,106529651.7
5,1,14,299,367,16.2,6.6,684.856,24.521,127475594.5,124642466.0
5,1,15,418,271,16.0,5.1,734.119,26.658,137124087.5,134143903.8
5,1,16,501,163,16.0,6.2,709.407,25.158,135181784.0,132231203.4
5,1,17,380,107,16.0,7.7,479.919,21.377,93515874.81,91200335.66
5,1,18,59,49,14.0,6.2,92.274,15.158,16792783.96,15646602.27
5,2,6,154,73,11.0,0.0,188.394,18.492,35646833.58,34213292.2
5,2,7,465,124,13.2,2.1,611.068,27.653,116396004.2,113731742.8
5,2,8,668,139,14.6,1.0,858.611,40.405,153763643.7,150529852.0
5,2,9,789,140,16.0,0.0,959.588,54.504,160314564.2,156980928.1
5,2,10,773,209,17.4,4.1,994.322,33.946,178949522.2,175331865.6
5,2,11,882,148,17.0,2.6,1001.237,38.082,176910182.4,173323607.9
5,2,12,916,127,18.0,5.1,1003.702,32.548,181077398.4,177427310.3
5,2,13,884,145,20.0,5.1,1004.811,34.597,180119868.0,176484373.9
5,2,14,871,121,19.0,2.6,990.716,40.022,174787428.2,171233207.2
5,2,15,837,98,19.0,5.1,958.171,33.109,175230389.5,171669417.2
5,2,16,649,128,19.2,4.1,824.227,33.08,152492718.4,149278297.1
5,2,17,446,99,18.0,4.6,527.109,26.357,101004500.4,98574825.06
5,2,18,69,51,17.0,5.1,99.188,18.418,17903118.56,16740013.96
5,3,6,173,73,12.0,2.1,198.059,16.607,37874146.6,36406658.14
5,3,7,483,122,14.6,4.1,625.824,25.2,120341155.9,117616765.3
5,3,8,649,159,15.0,3.1,862.329,31.879,159560499.8,156238356.6
5,3,9,769,165,16.0,3.1,973.867,35.026,175952014.1,172380043.4
5,3,10,861,135,18.2,4.1,989.749,34.691,177973369.6,174370590.8
5,3,11,905,120,17.0,4.1,996.18,33.513,179319027.2,175695738.9
5,3,12,900,130,17.0,4.1,993.356,33.442,178588609.0,174976453.2
5,3,13,844,163,19.2,4.1,992.401,35.655,177071675.3,173482639.5
5,3,14,675,236,18.0,4.1,935.707,33.564,168903921.4,165439372.5
5,3,15,458,263,19.0,3.1,766.575,33.834,139324320.2,136310602.1
5,3,16,209,235,19.6,3.1,468.289,28.572,87330629.29,85109361.15
5,3,17,160,154,17.0,5.1,325.838,21.738,62622303.35,60777621.52
5,3,18,41,50,16.0,5.1,74.174,17.046,13318763.76,12225530.57
5,4,6,53,73,15.1,0.0,110.689,19.4,20443146.19,19241328.35
5,4,7,47,172,17.2,0.0,230.695,26.145,42858393.78,41314939.06
5,4,8,215,264,16.0,0.0,503.338,35.757,90984410.69,88707454.27
5,4,9,398,307,17.0,0.0,730.516,45.877,126039778.1,123228533.3
5,4,10,568,304,19.4,2.1,891.535,40.028,156415743.0,153141529.9
5,4,11,456,372,18.0,3.1,832.395,33.997,148501946.6,145348349.8
5,4,12,338,400,18.0,2.6,737.165,33.415,131041007.6,128153537.7
5,4,13,149,437,19.6,3.6,596.564,30.132,107361104.7,104834546.6
5,4,14,238,347,19.0,4.1,605.405,28.951,110620444.5,108044210.0
5,4,15,186,336,19.0,5.1,536.888,26.655,99658934.07,97249766.88
5,4,16,136,270,19.2,5.1,440.025,25.492,82705120.13,80554350.62
5,4,17,264,125,18.0,4.1,391.297,24.574,74933680.71,72901357.82
5,4,18,69,49,17.0,2.6,94.508,18.962,17052416.53,15902277.72
5,5,6,0,57,14.0,0.0,51.682,15.924,9348712.228,8315987.663
5,5,7,8,143,17.2,0.0,141.091,22.523,26075788.89,24788122.41
5,5,8,77,254,17.0,2.1,334.556,24.525,62446690.84,60604685.56
5,5,9,156,355,19.0,0.0,523.647,39.388,92054259.07,89760996.8
5,5,10,272,400,20.8,2.1,691.642,36.689,122424590.2,119668445.5
5,5,11,186,452,21.0,2.1,647.624,35.85,113921092.4,111294551.8
5,5,12,104,454,22.0,3.1,569.149,32.863,100348577.6,97928899.37
5,5,13,22,414,21.8,3.1,435.394,30.08,77632023.03,75558573.98
5,5,14,66,374,21.0,2.6,437.326,30.016,78819249.79,76727705.89
5,5,15,82,322,21.0,0.0,398.262,36.287,70603586.8,68637260.05
5,5,16,77,247,21.2,0.0,333.673,34.092,60155048.32,58347970.59
5,5,17,17,137,21.0,0.0,147.8,26.631,26989346.77,25687756.5
5,5,18,0,33,19.0,0.0,27.359,20.001,4634598.478,3673723.0
5,6,6,0,53,17.0,0.0,46.476,18.723,8273354.562,7257019.815
5,6,7,7,144,19.2,0.0,141.018,24.516,25841031.57,24556943.09
5,6,8,14,238,22.0,0.0,233.263,30.774,41878375.71,40349857.71
5,6,9,12,329,26.0,2.1,314.171,32.923,55772777.5,54032491.15
5,6,10,14,393,27.2,3.1,393.671,34.619,69162700.6,67218334.79
5,6,11,272,480,24.0,2.1,764.303,41.551,131683554.2,128786291.0
5,6,12,666,295,24.0,2.6,944.828,43.829,162104651.1,158743731.8
5,6,13,806,199,27.0,4.1,996.988,43.52,172193660.7,168678972.0
5,6,14,850,133,26.0,3.1,996.626,45.394,171889880.0,168379821.4
5,6,15,781,125,27.0,2.6,945.039,47.182,163197977.6,159820394.6
5,6,16,686,104,27.0,2.6,833.046,44.868,147070827.0,143939042.3
5,6,17,435,102,26.0,0.0,531.326,47.577,93473943.67,91159043.6
5,6,18,82,52,23.0,0.0,104.345,27.089,18329771.76,17160164.43
5,7,6,70,78,22.0,0.0,140.279,27.505,25343337.47,24066834.47
5,7,7,302,167,24.6,0.0,496.002,44.467,87826887.23,85598055.49
5,7,8,573,178,27.0,3.6,800.613,41.443,142556551.1,139493569.7
5,7,9,760,153,27.0,3.1,954.279,45.647,165255247.4,161846309.0
5,7,10,827,162,29.0,7.2,998.228,40.539,175161739.1,171601813.2
5,7,11,897,126,29.0,6.2,1000.839,41.776,174281257.2,170734750.9
5,7,12,885,141,29.0,5.1,996.986,43.446,172157418.4,168643282.1
5,7,13,856,158,27.0,9.3,1004.542,36.581,178515582.9,174904540.1
5,7,14,840,138,27.0,5.1,993.223,41.517,173982144.6,170440197.2
5,7,15,783,125,27.0,9.3,947.599,36.16,171019144.9,167522357.4
5,7,16,685,105,25.6,8.2,833.79,34.493,153396506.5,150168310.4
5,7,17,413,111,24.0,8.2,526.168,29.636,99465216.77,97059002.08
5,7,18,119,49,23.0,9.3,127.203,24.211,22861309.17,21622635.45
5,8,6,67,75,17.0,0.0,133.466,22.234,24617992.49,23352544.68
5,8,7,49,176,19.8,0.0,235.951,28.941,43350524.18,41799568.77
5,8,8,216,265,19.0,0.0,504.607,38.807,90039234.05,87776683.32
5,8,9,390,312,19.0,3.1,729.248,33.04,132364668.7,129457024.5
5,8,10,573,294,21.2,4.1,889.14,35.933,158511032.4,155204884.4
5,8,11,451,377,21.0,3.1,835.836,37.059,147254759.6,144120171.5
5,8,12,274,459,21.0,2.1,738.916,37.965,128620033.6,125769462.5
5,8,13,160,428,23.2,3.6,599.061,33.779,106299549.9,103789171.3
5,8,14,286,377,22.0,4.1,685.693,33.284,123283304.1,120514071.5
5,8,15,391,289,23.0,4.1,709.791,34.73,128375484.0,125528640.1
5,8,16,473,174,21.8,4.1,696.233,33.454,128325920.7,125479832.2
5,8,17,366,114,21.0,3.1,490.935,30.683,92283504.07,89986747.81
5,8,18,88,53,20.0,3.1,108.066,22.066,19479048.32,18291924.55
5,9,6,148,75,16.0,0.0,191.648,23.63,35740451.78,34305483.54
5,9,7,403,143,18.4,0.0,579.081,41.743,104057982.5,101581768.2
5,9,8,553,171,18.0,0.0,773.122,48.995,133436945.9,130512958.9
5,9,9,517,259,18.0,0.0,818.022,50.54,138537753.8,135536024.0
5,9,10,443,342,21.0,3.1,811.292,36.629,144026713.8,140941325.2
5,9,11,429,370,21.0,5.1,808.162,32.663,144836953.2,141739215.6
5,9,12,351,423,21.0,5.1,776.496,32.188,138605244.8,135602486.3
5,9,13,254,458,22.8,5.1,728.359,33.284,129851975.3,126982627.8
5,9,14,161,415,22.0,6.2,588.918,29.419,107052261.1,104530410.2
5,9,15,89,321,21.0,4.1,403.566,27.479,74108629.35,72088881.3
5,9,16,22,210,21.0,6.2,215.321,23.617,39849353.2,38351760.08
5,9,17,2,121,20.0,5.1,114.392,21.574,21079700.69,19868180.94
5,9,18,0,33,19.0,3.1,27.348,19.488,4667772.249,3706391.162
5,10,6,145,82,17.0,4.1,186.586,20.093,35285779.84,33857741.38
5,10,7,459,134,20.4,3.1,621.05,32.618,115884214.4,113227753.3
5,10,8,692,126,20.0,3.1,870.835,37.091,157835325.2,154539475.9
5,10,9,779,142,20.0,2.1,957.196,42.407,167951477.8,164501445.4
5,10,10,835,143,22.6,5.1,989.021,37.024,176028847.4,172455705.6
5,10,11,798,188,21.0,5.1,977.243,35.163,174367046.6,170819232.8
5,10,12,676,284,21.0,5.1,947.699,34.707,168608413.0,165148368.0
5,10,13,587,313,23.4,5.1,909.205,36.554,160998979.1,157654911.6
5,10,14,653,229,23.2,5.1,912.928,36.495,162862722.2,159490248.9
5,10,15,655,177,23.0,5.1,883.508,35.957,159407840.8,156088024.3
5,10,16,584,140,23.4,5.1,776.654,34.832,142510376.5,139448098.8
5,10,17,381,114,21.0,3.1,508.056,31.027,95426326.96,93081670.09
5,10,18,84,55,20.0,2.1,109.742,22.514,19797486.85,18605509.67
5,11,5,0,11,15.0,0.0,9.081,15.281,939426.014,34869.664
5,11,6,217,74,16.0,0.0,228.617,25.157,42760263.48,41218304.39
5,11,7,451,137,18.8,0.0,617.377,43.72,110149250.7,107580197.7
5,11,8,691,127,18.0,0.0,871.379,53.1,147894476.5,144750138.4
5,11,9,781,141,18.8,0.0,958.737,57.241,158099446.0,154799571.1
5,11,10,828,147,20.8,2.1,987.467,43.765,171060741.5,167563320.0
5,11,11,830,168,20.0,3.1,988.832,39.082,173797739.7,170258602.8
5,11,12,797,196,21.0,4.1,974.806,37.12,172291172.9,168774998.0
5,11,13,750,213,21.4,5.1,967.05,35.423,172390940.8,168873245.3
5,11,14,687,217,22.0,6.2,935.253,33.985,168485274.8,165027106.7
5,11,15,602,203,22.0,6.2,857.457,33.037,156386214.7,153112451.6
5,11,16,474,176,22.0,6.2,700.111,31.024,130200809.7,127326145.5
5,11,17,320,124,21.0,5.1,448.452,27.62,85149222.34,82961201.61
5,11,18,65,56,20.0,4.1,103.566,21.693,18702643.11,17527352.75
5,12,6,0,58,17.0,0.0,51.037,18.895,9145609.003,8115979.989
5,12,7,7,149,19.2,4.1,145.161,21.485,26937306.58,25636509.47
5,12,8,14,243,20.0,4.1,237.325,23.729,43816856.91,42258793.99
5,12,9,21,324,21.0,5.1,318.516,25.416,58273584.81,56495182.97
5,12,10,31,378,20.4,4.1,409.499,27.051,74213961.62,72192608.17
5,12,11,71,430,22.0,4.1,510.396,30.355,91099073.04,88820369.02
5,12,12,103,460,22.0,5.1,575.605,30.252,102476842.2,100024726.5
5,12,13,8,569,23.8,6.2,581.53,31.109,103523346.1,101055280.4
5,12,14,94,397,23.0,5.1,490.215,29.982,88544168.82,86304404.79
5,12,15,73,300,23.0,6.2,364.633,27.497,66758922.94,64851193.76
5,12,16,15,216,22.2,6.2,214.291,24.798,39420058.61,37929008.48
5,12,17,105,146,22.0,4.1,268.537,26.43,50314890.42,48657789.2
5,12,18,51,56,22.0,5.1,97.469,23.391,17435436.26,16279459.74
5,13,6,0,37,19.0,3.1,30.648,19.55,5353900.54,4382061.985
5,13,7,0,97,20.6,2.1,83.337,22.402,15058958.04,13939202.06
5,13,8,0,161,22.0,2.1,140.531,25.039,25314535.09,24038471.09
5,13,9,3,214,23.0,2.1,193.521,27.239,34581837.3,33164527.82
5,13,10,5,254,23.4,2.1,247.219,28.972,43825089.67,42266901.27
5,13,11,30,313,22.0,3.1,349.463,28.657,62236129.09,60397333.04
5,13,12,45,361,22.0,3.1,417.109,29.948,73805332.51,71790207.09
5,13,13,45,394,23.0,2.6,445.775,32.256,78880460.87,76787984.04
